run	spots	experiment	sample	organism	project	title	is_single_cell
SRR1781260	284030	SRX860420	SRS831996	Homo sapiens	PRJNA274006	GSM1597640: singles-BJ-well-42; Homo sapiens; OTHER	TRUE
SRR1781261	286312	SRX860421	SRS831999	Homo sapiens	PRJNA274006	GSM1597641: singles-BJ-well-43; Homo sapiens; OTHER	TRUE
SRR1781262	128193	SRX860422	SRS831997	Homo sapiens	PRJNA274006	GSM1597642: singles-BJ-well-44; Homo sapiens; OTHER	TRUE
SRR1781263	389757	SRX860423	SRS831998	Homo sapiens	PRJNA274006	GSM1597643: singles-BJ-well-45; Homo sapiens; OTHER	TRUE
SRR1781264	328602	SRX860424	SRS832001	Homo sapiens	PRJNA274006	GSM1597644: singles-BJ-well-46; Homo sapiens; OTHER	TRUE
SRR1781265	148203	SRX860425	SRS832002	Homo sapiens	PRJNA274006	GSM1597645: singles-BJ-well-47; Homo sapiens; OTHER	TRUE
SRR1781266	696637	SRX860426	SRS832003	Homo sapiens	PRJNA274006	GSM1597646: singles-BJ-well-48; Homo sapiens; OTHER	TRUE
SRR1781267	246069	SRX860427	SRS832004	Homo sapiens	PRJNA274006	GSM1597647: singles-BJ-well-49; Homo sapiens; OTHER	TRUE
SRR1781268	173251	SRX860428	SRS832006	Homo sapiens	PRJNA274006	GSM1597648: singles-BJ-well-50; Homo sapiens; OTHER	TRUE
SRR1781269	319240	SRX860429	SRS832007	Homo sapiens	PRJNA274006	GSM1597649: singles-BJ-well-51; Homo sapiens; OTHER	TRUE
SRR1781270	448307	SRX860430	SRS832010	Homo sapiens	PRJNA274006	GSM1597650: singles-BJ-well-52; Homo sapiens; OTHER	TRUE
SRR1781271	327730	SRX860431	SRS832009	Homo sapiens	PRJNA274006	GSM1597651: singles-BJ-well-53; Homo sapiens; OTHER	TRUE
SRR1781272	315531	SRX860432	SRS832012	Homo sapiens	PRJNA274006	GSM1597652: singles-BJ-well-54; Homo sapiens; OTHER	TRUE
SRR1781273	324148	SRX860433	SRS832011	Homo sapiens	PRJNA274006	GSM1597653: singles-BJ-well-55; Homo sapiens; OTHER	TRUE
SRR1781274	367825	SRX860434	SRS832013	Homo sapiens	PRJNA274006	GSM1597654: singles-BJ-well-56; Homo sapiens; OTHER	TRUE
SRR1781275	193473	SRX860435	SRS832015	Homo sapiens	PRJNA274006	GSM1597655: singles-BJ-well-57; Homo sapiens; OTHER	TRUE
SRR1781276	318644	SRX860436	SRS832016	Homo sapiens	PRJNA274006	GSM1597656: singles-BJ-well-58; Homo sapiens; OTHER	TRUE
SRR1781277	198895	SRX860437	SRS832014	Homo sapiens	PRJNA274006	GSM1597657: singles-BJ-well-59; Homo sapiens; OTHER	TRUE
SRR1781278	315880	SRX860438	SRS832017	Homo sapiens	PRJNA274006	GSM1597658: singles-BJ-well-60; Homo sapiens; OTHER	TRUE
SRR1781279	207977	SRX860439	SRS832018	Homo sapiens	PRJNA274006	GSM1597659: singles-BJ-well-61; Homo sapiens; OTHER	TRUE
SRR1781280	210871	SRX860440	SRS832019	Homo sapiens	PRJNA274006	GSM1597660: singles-BJ-well-62; Homo sapiens; OTHER	TRUE
SRR1781281	219153	SRX860441	SRS832021	Homo sapiens	PRJNA274006	GSM1597661: singles-BJ-well-63; Homo sapiens; OTHER	TRUE
SRR1781282	188013	SRX860442	SRS832020	Homo sapiens	PRJNA274006	GSM1597662: singles-BJ-well-64; Homo sapiens; OTHER	TRUE
SRR1781284	153452	SRX860444	SRS832023	Homo sapiens	PRJNA274006	GSM1597664: singles-BJ-well-66; Homo sapiens; OTHER	TRUE
SRR1781285	178356	SRX860445	SRS832024	Homo sapiens	PRJNA274006	GSM1597665: singles-BJ-well-67; Homo sapiens; OTHER	TRUE
SRR1781286	219942	SRX860446	SRS832026	Homo sapiens	PRJNA274006	GSM1597666: singles-BJ-well-68; Homo sapiens; OTHER	TRUE
SRR1781287	157174	SRX860447	SRS832025	Homo sapiens	PRJNA274006	GSM1597667: singles-BJ-well-69; Homo sapiens; OTHER	TRUE
SRR1781288	167754	SRX860448	SRS832027	Homo sapiens	PRJNA274006	GSM1597668: singles-BJ-well-70; Homo sapiens; OTHER	TRUE
SRR1781290	223078	SRX860450	SRS832030	Homo sapiens	PRJNA274006	GSM1597670: singles-BJ-well-72; Homo sapiens; OTHER	TRUE
SRR1781291	504232	SRX860451	SRS832029	Homo sapiens	PRJNA274006	GSM1597671: singles-BJ-well-73; Homo sapiens; OTHER	TRUE
SRR1781292	304882	SRX860452	SRS832031	Homo sapiens	PRJNA274006	GSM1597672: singles-BJ-well-74; Homo sapiens; OTHER	TRUE
SRR1781293	352698	SRX860453	SRS832033	Homo sapiens	PRJNA274006	GSM1597673: singles-BJ-well-75; Homo sapiens; OTHER	TRUE
SRR1781294	482544	SRX860454	SRS832032	Homo sapiens	PRJNA274006	GSM1597674: singles-BJ-well-76; Homo sapiens; OTHER	TRUE
SRR1781295	319464	SRX860455	SRS832036	Homo sapiens	PRJNA274006	GSM1597675: singles-BJ-well-77; Homo sapiens; OTHER	TRUE
SRR1781296	297659	SRX860456	SRS832034	Homo sapiens	PRJNA274006	GSM1597676: singles-BJ-well-78; Homo sapiens; OTHER	TRUE
SRR1781297	303592	SRX860457	SRS832035	Homo sapiens	PRJNA274006	GSM1597677: singles-BJ-well-79; Homo sapiens; OTHER	TRUE
SRR1781298	320205	SRX860458	SRS832037	Homo sapiens	PRJNA274006	GSM1597678: singles-BJ-well-80; Homo sapiens; OTHER	TRUE
SRR1781299	337068	SRX860459	SRS832039	Homo sapiens	PRJNA274006	GSM1597679: singles-BJ-well-81; Homo sapiens; OTHER	TRUE
SRR1781300	278183	SRX860460	SRS832038	Homo sapiens	PRJNA274006	GSM1597680: singles-BJ-well-82; Homo sapiens; OTHER	TRUE
SRR1781301	280392	SRX860461	SRS832040	Homo sapiens	PRJNA274006	GSM1597681: singles-BJ-well-83; Homo sapiens; OTHER	TRUE
SRR1781302	177234	SRX860462	SRS832041	Homo sapiens	PRJNA274006	GSM1597682: singles-BJ-well-84; Homo sapiens; OTHER	TRUE
SRR1781303	243667	SRX860463	SRS832042	Homo sapiens	PRJNA274006	GSM1597683: singles-BJ-well-85; Homo sapiens; OTHER	TRUE
SRR1781304	147865	SRX860464	SRS832043	Homo sapiens	PRJNA274006	GSM1597684: singles-BJ-well-86; Homo sapiens; OTHER	TRUE
SRR1781305	362846	SRX860465	SRS832044	Homo sapiens	PRJNA274006	GSM1597685: singles-BJ-well-87; Homo sapiens; OTHER	TRUE
SRR1781306	263598	SRX860466	SRS832045	Homo sapiens	PRJNA274006	GSM1597686: singles-BJ-well-88; Homo sapiens; OTHER	TRUE
SRR1781307	124807	SRX860467	SRS832046	Homo sapiens	PRJNA274006	GSM1597687: singles-BJ-well-89; Homo sapiens; OTHER	TRUE
SRR1781308	178441	SRX860468	SRS832047	Homo sapiens	PRJNA274006	GSM1597688: singles-BJ-well-90; Homo sapiens; OTHER	TRUE
SRR1781309	147767	SRX860469	SRS832051	Homo sapiens	PRJNA274006	GSM1597689: singles-BJ-well-91; Homo sapiens; OTHER	TRUE
SRR1781310	185332	SRX860470	SRS832052	Homo sapiens	PRJNA274006	GSM1597690: singles-BJ-well-92; Homo sapiens; OTHER	TRUE
SRR1781311	238933	SRX860471	SRS832054	Homo sapiens	PRJNA274006	GSM1597691: singles-BJ-well-93; Homo sapiens; OTHER	TRUE
SRR1781312	167294	SRX860472	SRS832053	Homo sapiens	PRJNA274006	GSM1597692: singles-BJ-well-94; Homo sapiens; OTHER	TRUE
SRR1781313	171512	SRX860473	SRS832059	Homo sapiens	PRJNA274006	GSM1597693: singles-BJ-well-95; Homo sapiens; OTHER	TRUE
SRR1781314	220105	SRX860474	SRS832048	Homo sapiens	PRJNA274006	GSM1597694: singles-BJ-well-96; Homo sapiens; OTHER	TRUE
SRR1781315	1461495	SRX860475	SRS832050	Mus musculus	PRJNA274006	GSM1597695: singles-EML-well-1; Mus musculus; OTHER	TRUE
SRR1781316	1027709	SRX860476	SRS832049	Mus musculus	PRJNA274006	GSM1597696: singles-EML-well-2; Mus musculus; OTHER	TRUE
SRR1781317	704609	SRX860477	SRS832058	Mus musculus	PRJNA274006	GSM1597697: singles-EML-well-3; Mus musculus; OTHER	TRUE
SRR1781318	830862	SRX860478	SRS832055	Mus musculus	PRJNA274006	GSM1597698: singles-EML-well-4; Mus musculus; OTHER	TRUE
SRR1781319	601093	SRX860479	SRS832056	Mus musculus	PRJNA274006	GSM1597699: singles-EML-well-5; Mus musculus; OTHER	TRUE
SRR1781320	743328	SRX860480	SRS832057	Mus musculus	PRJNA274006	GSM1597700: singles-EML-well-6; Mus musculus; OTHER	TRUE
SRR1781321	1276799	SRX860481	SRS832060	Mus musculus	PRJNA274006	GSM1597701: singles-EML-well-7; Mus musculus; OTHER	TRUE
SRR1781322	686889	SRX860482	SRS832061	Mus musculus	PRJNA274006	GSM1597702: singles-EML-well-8; Mus musculus; OTHER	TRUE
SRR1781323	978852	SRX860483	SRS832062	Mus musculus	PRJNA274006	GSM1597703: singles-EML-well-9; Mus musculus; OTHER	TRUE
SRR1781324	384895	SRX860484	SRS832063	Mus musculus	PRJNA274006	GSM1597704: singles-EML-well-10; Mus musculus; OTHER	TRUE
SRR1781325	484498	SRX860485	SRS832065	Mus musculus	PRJNA274006	GSM1597705: singles-EML-well-11; Mus musculus; OTHER	TRUE
SRR1781326	468524	SRX860486	SRS832066	Mus musculus	PRJNA274006	GSM1597706: singles-EML-well-12; Mus musculus; OTHER	TRUE
SRR1781327	789340	SRX860487	SRS832064	Mus musculus	PRJNA274006	GSM1597707: singles-EML-well-13; Mus musculus; OTHER	TRUE
SRR1781328	859842	SRX860488	SRS832067	Mus musculus	PRJNA274006	GSM1597708: singles-EML-well-14; Mus musculus; OTHER	TRUE
SRR1781329	576108	SRX860489	SRS832069	Mus musculus	PRJNA274006	GSM1597709: singles-EML-well-15; Mus musculus; OTHER	TRUE
SRR1781330	291573	SRX860490	SRS832068	Mus musculus	PRJNA274006	GSM1597710: singles-EML-well-16; Mus musculus; OTHER	TRUE
SRR1781331	399473	SRX860491	SRS832070	Mus musculus	PRJNA274006	GSM1597711: singles-EML-well-17; Mus musculus; OTHER	TRUE
SRR1781332	723601	SRX860492	SRS832071	Mus musculus	PRJNA274006	GSM1597712: singles-EML-well-18; Mus musculus; OTHER	TRUE
SRR1781333	608219	SRX860493	SRS832072	Mus musculus	PRJNA274006	GSM1597713: singles-EML-well-19; Mus musculus; OTHER	TRUE
SRR1781334	477958	SRX860494	SRS832073	Mus musculus	PRJNA274006	GSM1597714: singles-EML-well-20; Mus musculus; OTHER	TRUE
SRR1781335	677086	SRX860495	SRS832074	Mus musculus	PRJNA274006	GSM1597715: singles-EML-well-21; Mus musculus; OTHER	TRUE
SRR1781336	1347841	SRX860496	SRS832082	Mus musculus	PRJNA274006	GSM1597716: singles-EML-well-22; Mus musculus; OTHER	TRUE
SRR1781337	1222201	SRX860497	SRS832075	Mus musculus	PRJNA274006	GSM1597717: singles-EML-well-23; Mus musculus; OTHER	TRUE
SRR1781338	993226	SRX860498	SRS832078	Mus musculus	PRJNA274006	GSM1597718: singles-EML-well-24; Mus musculus; OTHER	TRUE
SRR1781339	1129815	SRX860499	SRS832076	Mus musculus	PRJNA274006	GSM1597719: singles-EML-well-25; Mus musculus; OTHER	TRUE
SRR1781340	546481	SRX860500	SRS832097	Mus musculus	PRJNA274006	GSM1597720: singles-EML-well-26; Mus musculus; OTHER	TRUE
SRR1781341	1240802	SRX860501	SRS832080	Mus musculus	PRJNA274006	GSM1597721: singles-EML-well-27; Mus musculus; OTHER	TRUE
SRR1781342	318528	SRX860502	SRS832077	Mus musculus	PRJNA274006	GSM1597722: singles-EML-well-28; Mus musculus; OTHER	TRUE
SRR1781343	378958	SRX860503	SRS832079	Mus musculus	PRJNA274006	GSM1597723: singles-EML-well-29; Mus musculus; OTHER	TRUE
SRR1781344	1291896	SRX860504	SRS832081	Mus musculus	PRJNA274006	GSM1597724: singles-EML-well-30; Mus musculus; OTHER	TRUE
SRR1781345	577647	SRX860505	SRS832083	Mus musculus	PRJNA274006	GSM1597725: singles-EML-well-31; Mus musculus; OTHER	TRUE
SRR1781346	517743	SRX860506	SRS832099	Mus musculus	PRJNA274006	GSM1597726: singles-EML-well-32; Mus musculus; OTHER	TRUE
SRR1781347	530595	SRX860507	SRS832085	Mus musculus	PRJNA274006	GSM1597727: singles-EML-well-33; Mus musculus; OTHER	TRUE
SRR1781348	1022848	SRX860508	SRS832084	Mus musculus	PRJNA274006	GSM1597728: singles-EML-well-34; Mus musculus; OTHER	TRUE
SRR1781349	1301002	SRX860509	SRS832086	Mus musculus	PRJNA274006	GSM1597729: singles-EML-well-35; Mus musculus; OTHER	TRUE
SRR1781350	653304	SRX860510	SRS832087	Mus musculus	PRJNA274006	GSM1597730: singles-EML-well-36; Mus musculus; OTHER	TRUE
SRR1781351	549319	SRX860511	SRS832088	Mus musculus	PRJNA274006	GSM1597731: singles-EML-well-37; Mus musculus; OTHER	TRUE
SRR1781352	237748	SRX860512	SRS832089	Mus musculus	PRJNA274006	GSM1597732: singles-EML-well-38; Mus musculus; OTHER	TRUE
SRR1781353	806347	SRX860513	SRS832091	Mus musculus	PRJNA274006	GSM1597733: singles-EML-well-39; Mus musculus; OTHER	TRUE
SRR1781354	717439	SRX860514	SRS832090	Mus musculus	PRJNA274006	GSM1597734: singles-EML-well-40; Mus musculus; OTHER	TRUE
SRR1781355	585344	SRX860515	SRS832093	Mus musculus	PRJNA274006	GSM1597735: singles-EML-well-41; Mus musculus; OTHER	TRUE
SRR1781356	647062	SRX860516	SRS832092	Mus musculus	PRJNA274006	GSM1597736: singles-EML-well-42; Mus musculus; OTHER	TRUE
SRR1781357	330170	SRX860517	SRS832094	Mus musculus	PRJNA274006	GSM1597737: singles-EML-well-43; Mus musculus; OTHER	TRUE
SRR1781358	646571	SRX860518	SRS832095	Mus musculus	PRJNA274006	GSM1597738: singles-EML-well-44; Mus musculus; OTHER	TRUE
SRR1781359	258811	SRX860519	SRS832096	Mus musculus	PRJNA274006	GSM1597739: singles-EML-well-45; Mus musculus; OTHER	TRUE
SRR1781360	228934	SRX860520	SRS832098	Mus musculus	PRJNA274006	GSM1597740: singles-EML-well-46; Mus musculus; OTHER	TRUE
SRR1781361	654413	SRX860521	SRS832100	Mus musculus	PRJNA274006	GSM1597741: singles-EML-well-47; Mus musculus; OTHER	TRUE
SRR1781362	285306	SRX860522	SRS832101	Mus musculus	PRJNA274006	GSM1597742: singles-EML-well-48; Mus musculus; OTHER	TRUE
SRR1781363	1270139	SRX860523	SRS832102	Mus musculus	PRJNA274006	GSM1597743: singles-EML-well-49; Mus musculus; OTHER	TRUE
SRR1781364	971000	SRX860524	SRS832103	Mus musculus	PRJNA274006	GSM1597744: singles-EML-well-50; Mus musculus; OTHER	TRUE
SRR1781365	925709	SRX860525	SRS832104	Mus musculus	PRJNA274006	GSM1597745: singles-EML-well-51; Mus musculus; OTHER	TRUE
SRR1781366	642108	SRX860526	SRS832105	Mus musculus	PRJNA274006	GSM1597746: singles-EML-well-52; Mus musculus; OTHER	TRUE
SRR1781367	692962	SRX860527	SRS832107	Mus musculus	PRJNA274006	GSM1597747: singles-EML-well-53; Mus musculus; OTHER	TRUE
SRR1781368	536097	SRX860528	SRS832106	Mus musculus	PRJNA274006	GSM1597748: singles-EML-well-54; Mus musculus; OTHER	TRUE
SRR1781369	583350	SRX860529	SRS832108	Mus musculus	PRJNA274006	GSM1597749: singles-EML-well-55; Mus musculus; OTHER	TRUE
SRR1781370	584997	SRX860530	SRS832109	Mus musculus	PRJNA274006	GSM1597750: singles-EML-well-56; Mus musculus; OTHER	TRUE
SRR1781371	674992	SRX860531	SRS832110	Mus musculus	PRJNA274006	GSM1597751: singles-EML-well-57; Mus musculus; OTHER	TRUE
SRR1781372	710476	SRX860532	SRS832111	Mus musculus	PRJNA274006	GSM1597752: singles-EML-well-58; Mus musculus; OTHER	TRUE
SRR1781373	587807	SRX860533	SRS832113	Mus musculus	PRJNA274006	GSM1597753: singles-EML-well-59; Mus musculus; OTHER	TRUE
SRR1781374	612249	SRX860534	SRS832112	Mus musculus	PRJNA274006	GSM1597754: singles-EML-well-60; Mus musculus; OTHER	TRUE
SRR1781375	580408	SRX860535	SRS832114	Mus musculus	PRJNA274006	GSM1597755: singles-EML-well-61; Mus musculus; OTHER	TRUE
SRR1781376	495270	SRX860536	SRS832115	Mus musculus	PRJNA274006	GSM1597756: singles-EML-well-62; Mus musculus; OTHER	TRUE
SRR1781377	1237331	SRX860537	SRS832116	Mus musculus	PRJNA274006	GSM1597757: singles-EML-well-63; Mus musculus; OTHER	TRUE
SRR1781378	893463	SRX860538	SRS832117	Mus musculus	PRJNA274006	GSM1597758: singles-EML-well-64; Mus musculus; OTHER	TRUE
SRR1781379	275604	SRX860539	SRS832118	Mus musculus	PRJNA274006	GSM1597759: singles-EML-well-65; Mus musculus; OTHER	TRUE
SRR1781380	455597	SRX860540	SRS832119	Mus musculus	PRJNA274006	GSM1597760: singles-EML-well-66; Mus musculus; OTHER	TRUE
SRR1781381	910897	SRX860541	SRS832122	Mus musculus	PRJNA274006	GSM1597761: singles-EML-well-67; Mus musculus; OTHER	TRUE
SRR1781382	714801	SRX860542	SRS832120	Mus musculus	PRJNA274006	GSM1597762: singles-EML-well-68; Mus musculus; OTHER	TRUE
SRR1781384	681404	SRX860544	SRS832121	Mus musculus	PRJNA274006	GSM1597764: singles-EML-well-70; Mus musculus; OTHER	TRUE
SRR1781385	663811	SRX860545	SRS832124	Mus musculus	PRJNA274006	GSM1597765: singles-EML-well-71; Mus musculus; OTHER	TRUE
SRR1781386	1265290	SRX860546	SRS832125	Mus musculus	PRJNA274006	GSM1597766: singles-EML-well-72; Mus musculus; OTHER	TRUE
SRR1781387	721819	SRX860547	SRS832126	Mus musculus	PRJNA274006	GSM1597767: singles-EML-well-73; Mus musculus; OTHER	TRUE
SRR1781388	239708	SRX860548	SRS832131	Mus musculus	PRJNA274006	GSM1597768: singles-EML-well-74; Mus musculus; OTHER	TRUE
SRR1781389	1192291	SRX860549	SRS832127	Mus musculus	PRJNA274006	GSM1597769: singles-EML-well-75; Mus musculus; OTHER	TRUE
SRR1781390	155125	SRX860550	SRS832129	Mus musculus	PRJNA274006	GSM1597770: singles-EML-well-76; Mus musculus; OTHER	TRUE
SRR1781391	187686	SRX860551	SRS832128	Mus musculus	PRJNA274006	GSM1597771: singles-EML-well-77; Mus musculus; OTHER	TRUE
SRR1781392	421938	SRX860552	SRS832130	Mus musculus	PRJNA274006	GSM1597772: singles-EML-well-78; Mus musculus; OTHER	TRUE
SRR1781393	288524	SRX860553	SRS832133	Mus musculus	PRJNA274006	GSM1597773: singles-EML-well-79; Mus musculus; OTHER	TRUE
SRR1781394	545513	SRX860554	SRS832134	Mus musculus	PRJNA274006	GSM1597774: singles-EML-well-80; Mus musculus; OTHER	TRUE
SRR1781395	306257	SRX860555	SRS832132	Mus musculus	PRJNA274006	GSM1597775: singles-EML-well-81; Mus musculus; OTHER	TRUE
SRR1781396	230784	SRX860556	SRS832135	Mus musculus	PRJNA274006	GSM1597776: singles-EML-well-82; Mus musculus; OTHER	TRUE
SRR1781397	231408	SRX860557	SRS832136	Mus musculus	PRJNA274006	GSM1597777: singles-EML-well-83; Mus musculus; OTHER	TRUE
SRR1781398	274538	SRX860558	SRS832137	Mus musculus	PRJNA274006	GSM1597778: singles-EML-well-84; Mus musculus; OTHER	TRUE
SRR1781399	418208	SRX860559	SRS832138	Mus musculus	PRJNA274006	GSM1597779: singles-EML-well-85; Mus musculus; OTHER	TRUE
SRR1781400	320889	SRX860560	SRS832141	Mus musculus	PRJNA274006	GSM1597780: singles-EML-well-86; Mus musculus; OTHER	TRUE
SRR1781401	556601	SRX860561	SRS832139	Mus musculus	PRJNA274006	GSM1597781: singles-EML-well-87; Mus musculus; OTHER	TRUE
SRR1781402	755734	SRX860562	SRS832145	Mus musculus	PRJNA274006	GSM1597782: singles-EML-well-88; Mus musculus; OTHER	TRUE
SRR1781403	368842	SRX860563	SRS832140	Mus musculus	PRJNA274006	GSM1597783: singles-EML-well-89; Mus musculus; OTHER	TRUE
SRR1781404	282697	SRX860564	SRS832146	Mus musculus	PRJNA274006	GSM1597784: singles-EML-well-90; Mus musculus; OTHER	TRUE
SRR1781405	477807	SRX860565	SRS832142	Mus musculus	PRJNA274006	GSM1597785: singles-EML-well-91; Mus musculus; OTHER	TRUE
SRR1781406	436116	SRX860566	SRS832143	Mus musculus	PRJNA274006	GSM1597786: singles-EML-well-92; Mus musculus; OTHER	TRUE
SRR1781407	1204028	SRX860567	SRS832147	Mus musculus	PRJNA274006	GSM1597787: singles-EML-well-93; Mus musculus; OTHER	TRUE
SRR1781408	436087	SRX860568	SRS832144	Mus musculus	PRJNA274006	GSM1597788: singles-EML-well-94; Mus musculus; OTHER	TRUE
SRR1781409	640184	SRX860569	SRS832148	Mus musculus	PRJNA274006	GSM1597789: singles-EML-well-95; Mus musculus; OTHER	TRUE
SRR1781410	514148	SRX860570	SRS832149	Mus musculus	PRJNA274006	GSM1597790: singles-EML-well-96; Mus musculus; OTHER	TRUE
SRR1781411	270789	SRX860571	SRS832150	Mus musculus	PRJNA274006	GSM1597791: singles-mESC-well-1; Mus musculus; OTHER	TRUE
SRR1781412	340655	SRX860572	SRS832151	Mus musculus	PRJNA274006	GSM1597792: singles-mESC-well-2; Mus musculus; OTHER	TRUE
SRR1781413	346130	SRX860573	SRS832155	Mus musculus	PRJNA274006	GSM1597793: singles-mESC-well-3; Mus musculus; OTHER	TRUE
SRR1781414	172466	SRX860574	SRS832156	Mus musculus	PRJNA274006	GSM1597794: singles-mESC-well-4; Mus musculus; OTHER	TRUE
SRR1781415	251569	SRX860575	SRS832152	Mus musculus	PRJNA274006	GSM1597795: singles-mESC-well-5; Mus musculus; OTHER	TRUE
SRR1781416	617613	SRX860576	SRS832154	Mus musculus	PRJNA274006	GSM1597796: singles-mESC-well-6; Mus musculus; OTHER	TRUE
SRR1781417	357909	SRX860577	SRS832153	Mus musculus	PRJNA274006	GSM1597797: singles-mESC-well-7; Mus musculus; OTHER	TRUE
SRR1781418	392271	SRX860578	SRS832157	Mus musculus	PRJNA274006	GSM1597798: singles-mESC-well-8; Mus musculus; OTHER	TRUE
SRR1781419	354640	SRX860579	SRS832159	Mus musculus	PRJNA274006	GSM1597799: singles-mESC-well-9; Mus musculus; OTHER	TRUE
SRR1781420	325925	SRX860580	SRS832158	Mus musculus	PRJNA274006	GSM1597800: singles-mESC-well-10; Mus musculus; OTHER	TRUE
SRR1781421	391973	SRX860581	SRS832160	Mus musculus	PRJNA274006	GSM1597801: singles-mESC-well-11; Mus musculus; OTHER	TRUE
SRR1781422	401264	SRX860582	SRS832162	Mus musculus	PRJNA274006	GSM1597802: singles-mESC-well-12; Mus musculus; OTHER	TRUE
SRR1781423	304096	SRX860583	SRS832161	Mus musculus	PRJNA274006	GSM1597803: singles-mESC-well-13; Mus musculus; OTHER	TRUE
SRR1781424	228256	SRX860584	SRS832164	Mus musculus	PRJNA274006	GSM1597804: singles-mESC-well-14; Mus musculus; OTHER	TRUE
SRR1781425	352685	SRX860585	SRS832165	Mus musculus	PRJNA274006	GSM1597805: singles-mESC-well-15; Mus musculus; OTHER	TRUE
SRR1781426	221644	SRX860586	SRS832163	Mus musculus	PRJNA274006	GSM1597806: singles-mESC-well-16; Mus musculus; OTHER	TRUE
SRR1781427	295613	SRX860587	SRS832167	Mus musculus	PRJNA274006	GSM1597807: singles-mESC-well-17; Mus musculus; OTHER	TRUE
SRR1781428	392820	SRX860588	SRS832166	Mus musculus	PRJNA274006	GSM1597808: singles-mESC-well-18; Mus musculus; OTHER	TRUE
SRR1781429	213278	SRX860589	SRS832169	Mus musculus	PRJNA274006	GSM1597809: singles-mESC-well-19; Mus musculus; OTHER	TRUE
SRR1781430	304406	SRX860590	SRS832168	Mus musculus	PRJNA274006	GSM1597810: singles-mESC-well-20; Mus musculus; OTHER	TRUE
SRR1781431	342681	SRX860591	SRS832170	Mus musculus	PRJNA274006	GSM1597811: singles-mESC-well-21; Mus musculus; OTHER	TRUE
SRR1781432	273498	SRX860592	SRS832171	Mus musculus	PRJNA274006	GSM1597812: singles-mESC-well-22; Mus musculus; OTHER	TRUE
SRR1781433	254010	SRX860593	SRS832177	Mus musculus	PRJNA274006	GSM1597813: singles-mESC-well-23; Mus musculus; OTHER	TRUE
SRR1781434	406915	SRX860594	SRS832172	Mus musculus	PRJNA274006	GSM1597814: singles-mESC-well-24; Mus musculus; OTHER	TRUE
SRR1781435	1180910	SRX860595	SRS832173	Mus musculus	PRJNA274006	GSM1597815: singles-mESC-well-25; Mus musculus; OTHER	TRUE
SRR1781436	410408	SRX860596	SRS832175	Mus musculus	PRJNA274006	GSM1597816: singles-mESC-well-26; Mus musculus; OTHER	TRUE
SRR1781437	342121	SRX860597	SRS832174	Mus musculus	PRJNA274006	GSM1597817: singles-mESC-well-27; Mus musculus; OTHER	TRUE
SRR1781438	313241	SRX860598	SRS832182	Mus musculus	PRJNA274006	GSM1597818: singles-mESC-well-28; Mus musculus; OTHER	TRUE
SRR1781439	282075	SRX860599	SRS832183	Mus musculus	PRJNA274006	GSM1597819: singles-mESC-well-29; Mus musculus; OTHER	TRUE
SRR1781440	419923	SRX860600	SRS832176	Mus musculus	PRJNA274006	GSM1597820: singles-mESC-well-30; Mus musculus; OTHER	TRUE
SRR1781441	387620	SRX860601	SRS832179	Mus musculus	PRJNA274006	GSM1597821: singles-mESC-well-31; Mus musculus; OTHER	TRUE
SRR1781442	507557	SRX860602	SRS832178	Mus musculus	PRJNA274006	GSM1597822: singles-mESC-well-32; Mus musculus; OTHER	TRUE
SRR1781443	312856	SRX860603	SRS832180	Mus musculus	PRJNA274006	GSM1597823: singles-mESC-well-33; Mus musculus; OTHER	TRUE
SRR1781444	450605	SRX860604	SRS832181	Mus musculus	PRJNA274006	GSM1597824: singles-mESC-well-34; Mus musculus; OTHER	TRUE
SRR1781445	383281	SRX860605	SRS832184	Mus musculus	PRJNA274006	GSM1597825: singles-mESC-well-35; Mus musculus; OTHER	TRUE
SRR1781446	264281	SRX860606	SRS832186	Mus musculus	PRJNA274006	GSM1597826: singles-mESC-well-36; Mus musculus; OTHER	TRUE
SRR1781447	248768	SRX860607	SRS832185	Mus musculus	PRJNA274006	GSM1597827: singles-mESC-well-37; Mus musculus; OTHER	TRUE
SRR1781448	290912	SRX860608	SRS832187	Mus musculus	PRJNA274006	GSM1597828: singles-mESC-well-38; Mus musculus; OTHER	TRUE
SRR1781449	361606	SRX860609	SRS832188	Mus musculus	PRJNA274006	GSM1597829: singles-mESC-well-39; Mus musculus; OTHER	TRUE
SRR1781450	305971	SRX860610	SRS832195	Mus musculus	PRJNA274006	GSM1597830: singles-mESC-well-40; Mus musculus; OTHER	TRUE
SRR1781451	347819	SRX860611	SRS832189	Mus musculus	PRJNA274006	GSM1597831: singles-mESC-well-41; Mus musculus; OTHER	TRUE
SRR1781452	302739	SRX860612	SRS832190	Mus musculus	PRJNA274006	GSM1597832: singles-mESC-well-42; Mus musculus; OTHER	TRUE
SRR1781453	225614	SRX860613	SRS832191	Mus musculus	PRJNA274006	GSM1597833: singles-mESC-well-43; Mus musculus; OTHER	TRUE
SRR1781454	319644	SRX860614	SRS832192	Mus musculus	PRJNA274006	GSM1597834: singles-mESC-well-44; Mus musculus; OTHER	TRUE
SRR1781455	247092	SRX860615	SRS832201	Mus musculus	PRJNA274006	GSM1597835: singles-mESC-well-45; Mus musculus; OTHER	TRUE
